,acc,categorical_accuracy,loss,lr,val_acc,val_categorical_accuracy,val_loss
0,0.03333333333333333,0.03333333333333333,3.6782689216809397,0.0010000000474974513,0.02557544768466364,0.02557544768466364,3.614909411696217
1,0.07948717948717948,0.07948717948717948,3.5224459000122854,0.0010000000474974513,0.028132992327365727,0.028132992327365727,3.6202223288738513
2,0.11025641033282647,0.11025641033282647,3.407534761917897,0.0010000000474974513,0.028132992327365727,0.028132992327365727,3.7533437126432845
3,0.10000000007641621,0.10000000007641621,3.3000315140455196,0.0010000000474974513,0.028132992327365727,0.028132992327365727,4.751204895546369
4,0.14615384615384616,0.14615384615384616,3.181765385163136,0.0010000000474974513,0.028132992327365727,0.028132992327365727,7.213721008252
5,0.19743589758872987,0.19743589758872987,3.124435139925052,0.0010000000474974513,0.028132992327365727,0.028132992327365727,10.424905979419913
6,0.18461538469180083,0.18461538469180083,3.0260770540971023,0.0010000000474974513,0.028132992327365727,0.028132992327365727,13.450682459584892
7,0.21025641040924267,0.21025641040924267,2.9476971442882833,0.0010000000474974513,0.028132992327365727,0.028132992327365727,14.834841518450881
8,0.24102564110205724,0.24102564110205724,2.8275941200745414,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.088841087068133
9,0.25384615392257004,0.25384615392257004,2.7794588150122226,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.109788836115767
10,0.2743589743589744,0.2743589743589744,2.7330814300439297,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.189238099490895
11,0.3000000001528324,0.3000000001528324,2.6776579551207713,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.41486336934902
12,0.3230769232297555,0.3230769232297555,2.5821830835097876,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.245941215768799
13,0.3282051282815444,0.3282051282815444,2.5192978345430816,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.187077412519919
14,0.34615384615384615,0.34615384615384615,2.4536552527011968,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.20874222221277
15,0.4,0.4,2.4066303925636485,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.004549238687892
16,0.3666666669723315,0.3666666669723315,2.4028377153934577,0.0010000000474974513,0.028132992327365727,0.028132992327365727,13.32705262859764
17,0.3820512821276983,0.3820512821276983,2.3700654824574787,0.0010000000474974513,0.028132992327365727,0.028132992327365727,12.628401395305039
18,0.42051282081848534,0.42051282081848534,2.347145005984184,0.0010000000474974513,0.030690537084398978,0.030690537084398978,9.16332375363011
19,0.3641025641789803,0.3641025641789803,2.3082574012951973,0.0010000000474974513,0.043478260869565216,0.043478260869565216,6.799121263996719
