,acc,categorical_accuracy,loss,lr,val_acc,val_categorical_accuracy,val_loss
0,0.028205128205128206,0.028205128205128206,3.6900571089524488,0.0010000000474974513,0.030690537084398978,0.030690537084398978,3.6121200350544336
1,0.06923076930718544,0.06923076930718544,3.5097865581512453,0.0010000000474974513,0.028132992327365727,0.028132992327365727,3.688495954894044
2,0.11282051289692903,0.11282051289692903,3.3643836962871063,0.0010000000474974513,0.028132992327365727,0.028132992327365727,4.178511293342961
3,0.12307692307692308,0.12307692307692308,3.2350163337511892,0.0010000000474974513,0.028132992327365727,0.028132992327365727,6.18790778601566
4,0.1871794872559034,0.1871794872559034,3.082718913983076,0.0010000000474974513,0.028132992327365727,0.028132992327365727,9.459375798549798
5,0.19230769230769232,0.19230769230769232,3.0044692222888654,0.0010000000474974513,0.028132992327365727,0.028132992327365727,13.329491056749584
6,0.2282051282815444,0.2282051282815444,2.9200105312543037,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.362967820423643
7,0.2358974359738521,0.2358974359738521,2.8309882775331157,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.523617602980046
8,0.29743589751231364,0.29743589751231364,2.744217817599957,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.596428505295073
9,0.3153846154610316,0.3153846154610316,2.6886759623503074,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.578730644167537
10,0.3435897435897436,0.3435897435897436,2.587694671826485,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.598153431397265
11,0.3512820513584675,0.3512820513584675,2.5591139169839714,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.664645046224374
12,0.3435897436661598,0.3435897436661598,2.5461565849108574,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.664645046224374
13,0.371794871871288,0.371794871871288,2.498261653459989,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.664645046224374
14,0.3974358975887299,0.3974358975887299,2.4012115930899594,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.423406864371142
15,0.36153846153846153,0.36153846153846153,2.4251061561780096,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.532074994138439
16,0.3871794872559034,0.3871794872559034,2.361888698431162,0.0010000000474974513,0.028132992327365727,0.028132992327365727,15.16656200233323
17,0.4461538461538462,0.4461538461538462,2.276966866468772,0.0010000000474974513,0.028132992327365727,0.028132992327365727,14.2525589862443
18,0.3743589745118068,0.3743589745118068,2.3100414422842173,0.0010000000474974513,0.028132992327365727,0.028132992327365727,12.732095633016522
19,0.4461538462302624,0.4461538462302624,2.2218726084782525,0.0010000000474974513,0.028132992327365727,0.028132992327365727,11.196340668231935
